Page,Date,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/ccg/99P/measures/?tags=lowpriority,20181206,3,3,00:01:13,1,100.00%,66.67%,$3.33
/ccg/00D/measures/?tags=lowpriority,20181005,2,1,00:01:36,0,0.00%,0.00%,$10.00
/ccg/00L/measures/?tags=lowpriority,20180924,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/00L/measures/?tags=lowpriority,20181128,2,2,00:00:28,0,0.00%,0.00%,$7.50
/ccg/00P/measures/?tags=lowpriority,20181210,2,1,00:00:21,0,0.00%,0.00%,$10.00
/ccg/00Q/measures/?tags=lowpriority,20180917,2,2,00:05:44,1,100.00%,50.00%,$5.00
/ccg/00R/measures/?tags=lowpriority,20180907,2,1,00:00:40,0,0.00%,0.00%,$0.00
/ccg/00R/measures/?tags=lowpriority,20181020,2,1,00:00:09,0,0.00%,0.00%,$10.00
/ccg/00R/measures/?tags=lowpriority,20181024,2,1,00:00:14,0,0.00%,0.00%,$10.00
/ccg/00R/measures/?tags=lowpriority,20181028,2,1,00:00:55,0,0.00%,0.00%,$0.00
/ccg/00R/measures/?tags=lowpriority,20181122,2,1,00:00:20,0,0.00%,0.00%,$0.00
/ccg/00R/measures/?tags=lowpriorityconsultation,20190130,2,1,00:00:43,0,0.00%,0.00%,$0.00
/ccg/00T/measures/?tags=lowpriority,20181203,2,1,00:00:59,0,0.00%,0.00%,$10.00
/ccg/00T/measures/?tags=lowpriority,20190110,2,1,00:00:34,0,0.00%,50.00%,$0.00
/ccg/00X/measures/?tags=lowpriority,20181021,2,1,00:00:47,0,0.00%,0.00%,$10.00
/ccg/00Y/measures/?tags=lowpriority,20181029,2,1,00:00:34,0,0.00%,0.00%,$0.00
/ccg/01A/measures/?tags=lowpriority,20181029,2,1,00:01:20,0,0.00%,0.00%,$0.00
/ccg/01C/measures/?tags=lowpriority,20181023,2,1,00:00:08,0,0.00%,0.00%,$0.00
/ccg/01E/measures/?tags=lowpriority,20181029,2,1,00:00:07,0,0.00%,0.00%,$0.00
/ccg/01F/measures/?tags=lowpriorityconsultation,20190104,2,1,00:00:35,0,0.00%,0.00%,$0.00
/ccg/01G/measures/?tags=lowpriority,20181117,2,1,00:00:09,0,0.00%,0.00%,$10.00
/ccg/01H/measures/?tags=lowpriority,20181004,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/01H/measures/?tags=lowpriority,20181005,2,2,00:00:00,2,100.00%,100.00%,$0.00
/ccg/01H/measures/?tags=lowpriority,20181013,2,1,00:01:12,0,0.00%,0.00%,$0.00
/ccg/01H/measures/?tags=lowpriority,20181104,2,2,00:00:00,2,100.00%,100.00%,$0.00
/ccg/02D/measures/?tags=lowpriority,20190122,2,1,00:00:43,0,0.00%,0.00%,$0.00
/ccg/02E/measures/?tags=lowpriority,20181210,2,1,00:07:23,0,0.00%,0.00%,$0.00
/ccg/02F/measures/?tags=lowpriority,20180927,2,1,00:00:22,0,0.00%,0.00%,$0.00
/ccg/02M/measures/?tags=lowpriority,20181019,2,1,00:01:00,0,0.00%,50.00%,$0.00
/ccg/02N/measures/?tags=lowpriority,20180903,2,1,00:01:05,0,0.00%,0.00%,$0.00
/ccg/02N/measures/?tags=lowpriority,20180927,2,1,00:00:14,0,0.00%,0.00%,$10.00
/ccg/02N/measures/?tags=lowpriority,20181008,2,1,00:07:04,0,0.00%,0.00%,$0.00
/ccg/02N/measures/?tags=lowpriority,20181106,2,2,00:04:09,0,0.00%,50.00%,$5.00
/ccg/02N/measures/?tags=lowpriority,20181203,2,1,00:00:32,0,0.00%,0.00%,$10.00
/ccg/02N/measures/?tags=lowpriorityconsultation,20181203,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/02P/measures/?tags=lowpriority,20180911,2,1,00:04:13,0,0.00%,0.00%,$0.00
/ccg/02T/measures/?tags=lowpriority,20181018,2,1,00:01:18,0,0.00%,0.00%,$10.00
/ccg/02T/measures/?tags=lowpriority,20181114,2,2,00:01:08,0,0.00%,0.00%,$0.00
/ccg/02T/measures/?tags=lowpriority,20181129,2,1,00:04:04,0,0.00%,0.00%,$10.00
/ccg/02X/measures/?tags=lowpriority,20190130,2,1,00:00:36,0,0.00%,0.00%,$10.00
/ccg/02Y/measures/?tags=lowpriority,20181128,2,2,00:01:25,0,0.00%,0.00%,$10.00
/ccg/02Y/measures/?tags=lowpriority,20181220,2,1,00:01:09,0,0.00%,50.00%,$0.00
/ccg/02Y/measures/?tags=lowpriority,20190102,2,2,00:02:53,0,0.00%,0.00%,$5.00
/ccg/02Y/measures/?tags=lowpriority,20190119,2,1,00:00:51,0,0.00%,0.00%,$0.00
/ccg/03A/measures/?tags=lowpriority,20180925,2,1,00:00:30,0,0.00%,50.00%,$0.00
/ccg/03E/measures/?tags=lowpriority,20181129,2,2,00:00:55,0,0.00%,0.00%,$5.00
/ccg/03J/measures/?tags=lowpriority,20181030,2,1,00:00:40,0,0.00%,50.00%,$10.00
/ccg/03J/measures/?tags=lowpriority,20181203,2,1,00:00:17,0,0.00%,0.00%,$0.00
/ccg/03L/measures/?tags=lowpriority,20181002,2,2,00:01:46,0,0.00%,0.00%,$15.00
/ccg/03L/measures/?tags=lowpriority,20181004,2,1,00:03:34,0,0.00%,0.00%,$10.00
/ccg/03L/measures/?tags=lowpriority,20181017,2,2,00:06:59,0,0.00%,0.00%,$20.00
/ccg/03L/measures/?tags=lowpriority,20181023,2,1,00:00:52,0,0.00%,0.00%,$10.00
/ccg/03L/measures/?tags=lowpriority,20181106,2,1,00:00:53,0,0.00%,0.00%,$0.00
/ccg/03L/measures/?tags=lowpriority,20181108,2,1,00:02:30,0,0.00%,0.00%,$10.00
/ccg/03L/measures/?tags=lowpriority,20181211,2,1,00:00:40,0,0.00%,0.00%,$0.00
/ccg/03L/measures/?tags=lowpriority,20190109,2,1,00:02:31,0,0.00%,50.00%,$10.00
/ccg/03L/measures/?tags=lowpriority,20190130,2,1,00:00:18,0,0.00%,0.00%,$0.00
/ccg/03M/measures/?tags=lowpriority,20181119,2,1,00:00:58,0,0.00%,0.00%,$0.00
/ccg/03N/measures/?tags=lowpriority,20181211,2,2,00:00:00,0,0.00%,100.00%,$0.00
/ccg/03Q/measures/?tags=lowpriority,20181005,2,2,00:01:26,0,0.00%,0.00%,$15.00
/ccg/03R/measures/?tags=lowpriority,20181115,2,2,00:00:47,0,0.00%,0.00%,$5.00
/ccg/03T/measures/?tags=lowpriority,20181011,2,1,00:14:23,0,0.00%,50.00%,$0.00
/ccg/03W/measures/?tags=lowpriority,20181010,2,1,00:00:51,0,0.00%,0.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20181004,2,1,00:01:57,0,0.00%,0.00%,$0.00
/ccg/04D/measures/?tags=lowpriority,20181206,2,1,00:00:34,0,0.00%,0.00%,$10.00
/ccg/04E/?tags=lowpriority,20180911,2,1,00:00:10,0,0.00%,50.00%,$0.00
/ccg/04K/measures/?tags=lowpriority,20181010,2,1,00:01:50,0,0.00%,0.00%,$0.00
/ccg/04K/measures/?tags=lowpriority,20181019,2,2,00:00:00,1,100.00%,100.00%,$0.00
/ccg/04K/measures/?tags=lowpriority,20181128,2,2,00:00:08,0,0.00%,50.00%,$5.00
/ccg/04K/measures/?tags=lowpriority,20181201,2,1,00:00:49,0,0.00%,0.00%,$10.00
/ccg/04K/measures/?tags=lowpriority,20190116,2,1,00:00:39,0,0.00%,0.00%,$20.00
/ccg/04L/measures/?tags=lowpriority,20181127,2,1,00:00:43,0,0.00%,0.00%,$0.00
/ccg/04M/measures/?tags=lowpriority,20181127,2,1,00:00:36,0,0.00%,0.00%,$0.00
/ccg/04N/measures/?tags=lowpriority,20181127,2,1,00:00:37,0,0.00%,0.00%,$0.00
/ccg/04R/measures/?tags=lowpriority,20181109,2,1,00:00:31,0,0.00%,0.00%,$15.00
/ccg/05A/measures/?tags=lowpriority,20180917,2,1,00:00:45,0,0.00%,0.00%,$10.00
/ccg/05C/measures/?tags=lowpriority,20181112,2,1,00:00:50,0,0.00%,0.00%,$0.00
/ccg/05F/measures/?tags=lowpriority,20190131,2,1,00:01:28,0,0.00%,0.00%,$0.00
/ccg/05G/measures/?tags=lowpriority,20180910,2,1,00:00:34,0,0.00%,0.00%,$0.00
/ccg/05J/measures/?tags=lowpriority,20181205,2,2,00:00:05,0,0.00%,50.00%,$5.00
/ccg/05L/measures/?tags=lowpriority,20190121,2,1,00:00:31,1,0.00%,50.00%,$10.00
/ccg/05N/measures/?tags=lowpriority,20190119,2,1,00:00:35,0,0.00%,0.00%,$0.00
/ccg/05N/measures/?tags=lowpriority,20190122,2,1,00:00:35,0,0.00%,0.00%,$10.00
/ccg/05T/measures/?tags=lowpriority,20181022,2,1,00:00:08,0,0.00%,0.00%,$0.00
/ccg/05X/measures/?tags=lowpriority,20181128,2,2,00:00:30,0,0.00%,0.00%,$0.00
/ccg/05Y/measures/?tags=lowpriority,20180911,2,1,00:00:17,0,0.00%,0.00%,$0.00
