Page,Date,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/practice/C86025/measures/?tags=lowpriority,20180913,3,1,00:01:05,0,0.00%,0.00%,$10.00
/practice/C87013/measures/?tags=lowpriority,20181120,3,2,00:06:17,0,0.00%,33.33%,$0.00
/practice/C87029/measures/?tags=lowpriority,20181017,3,3,00:01:48,0,0.00%,66.67%,$3.33
/practice/C88051/measures/?tags=lowpriority,20181102,3,2,00:01:19,0,0.00%,33.33%,$5.00
/practice/C88092/measures/?tags=lowpriority,20180924,3,1,00:01:23,0,0.00%,0.00%,$10.00
/practice/D81012/measures/?tags=lowpriority,20181205,3,1,00:00:32,0,0.00%,0.00%,$0.00
/practice/D81034/measures/?tags=lowpriority,20181128,3,3,00:01:00,0,0.00%,33.33%,$3.33
/practice/D82078/measures/?tags=lowpriority,20181203,3,1,00:00:48,0,0.00%,0.00%,$0.00
/practice/D83044/measures/?tags=lowpriority,20180925,3,3,00:00:18,0,0.00%,66.67%,$6.67
/practice/E81038/measures/?tags=lowpriority,20180919,3,1,00:01:44,0,0.00%,0.00%,$0.00
/practice/E85090/measures/?tags=lowpriority,20190121,3,2,00:01:07,1,0.00%,33.33%,$10.00
/practice/F81081/measures/?tags=lowpriority,20181125,3,1,00:01:08,0,0.00%,0.00%,$0.00
/practice/F81679/measures/?tags=lowpriority,20190118,3,1,00:00:58,0,0.00%,0.00%,$10.00
/practice/F82677/?tags=lowpriority,20180918,3,1,00:05:54,1,0.00%,33.33%,$10.00
/practice/F84698/measures/?tags=lowpriority,20190116,3,2,00:00:26,0,0.00%,33.33%,$5.00
/practice/G85048/measures/?tags=lowpriority,20181130,3,3,00:00:01,1,0.00%,66.67%,$3.33
/practice/H81005/?tags=lowpriority,20180921,3,2,00:00:10,0,0.00%,33.33%,$0.00
/practice/H81060/measures/?tags=lowpriority,20181225,3,1,00:03:57,0,0.00%,33.33%,$0.00
/practice/H82070/measures/?tags=lowpriority,20181129,3,1,00:00:18,0,0.00%,33.33%,$0.00
/practice/H85069/measures/?tags=lowpriority,20181217,3,1,00:00:49,0,0.00%,0.00%,$0.00
/practice/H85069/measures/?tags=lowpriority,20190118,3,2,00:02:35,0,0.00%,33.33%,$5.00
/practice/H85087/measures/?tags=lowpriority,20181008,3,1,00:01:29,0,0.00%,0.00%,$10.00
/practice/J82046/measures/?tags=lowpriority,20181014,3,1,00:04:24,0,0.00%,0.00%,$10.00
/practice/J82066/measures/?tags=lowpriority,20181210,3,1,00:01:49,0,0.00%,33.33%,$0.00
/practice/J82119/measures/?tags=lowpriority,20181008,3,1,00:04:56,0,0.00%,0.00%,$10.00
/practice/J83019/measures/?tags=lowpriority,20181004,3,1,00:05:17,0,0.00%,0.00%,$5.00
/practice/J83049/measures/?tags=lowpriority,20181025,3,1,00:00:33,0,0.00%,0.00%,$0.00
/practice/J83060/measures/?tags=lowpriority,20181011,3,1,00:00:42,0,0.00%,0.00%,$0.00
/practice/K83002/measures/?tags=lowpriority,20180907,3,1,00:00:45,1,0.00%,0.00%,$10.00
/practice/K83023/?tags=lowpriority,20181003,3,2,00:01:24,1,0.00%,0.00%,$10.00
/practice/K83023/?tags=lowpriority,20181011,3,1,00:00:12,0,0.00%,0.00%,$0.00
/practice/K84011/?tags=lowpriority,20180920,3,2,00:00:31,1,0.00%,0.00%,$5.00
/practice/K84011/measures/?tags=lowpriority,20180920,3,2,00:00:25,0,0.00%,0.00%,$5.00
/practice/K84013/measures/?tags=lowpriority,20180920,3,2,00:08:21,0,0.00%,0.00%,$5.00
/practice/K84054/measures/?tags=lowpriority,20181128,3,2,00:01:50,0,0.00%,0.00%,$5.00
/practice/L81040/measures/?tags=lowpriority,20190130,3,1,00:00:43,0,0.00%,0.00%,$0.00
/practice/L81053/measures/?tags=lowpriority,20181109,3,1,00:01:10,0,0.00%,33.33%,$10.00
/practice/L81054/measures/?tags=lowpriority,20190114,3,1,00:00:19,0,0.00%,0.00%,$10.00
/practice/L81064/measures/?tags=lowpriority,20190124,3,1,00:01:13,0,0.00%,0.00%,$0.00
/practice/L81622/measures/?tags=lowpriority,20190110,3,1,00:00:51,0,0.00%,0.00%,$10.00
/practice/L82012/measures/?tags=lowpriority,20190130,3,1,00:01:18,0,0.00%,33.33%,$0.00
/practice/L83013/measures/?tags=lowpriority,20181129,3,2,00:02:06,0,0.00%,66.67%,$0.00
/practice/L83025/measures/?tags=lowpriority,20181207,3,3,00:12:27,0,0.00%,66.67%,$6.67
/practice/L83086/measures/?tags=lowpriority,20181009,3,1,00:01:16,0,0.00%,0.00%,$0.00
/practice/L83111/measures/?tags=lowpriority,20180904,3,2,00:06:01,1,0.00%,33.33%,$5.00
/practice/L83646/measures/?tags=lowpriority,20181006,3,1,00:00:37,0,0.00%,0.00%,$10.00
/practice/L84018/measures/?tags=lowpriority,20181024,3,2,00:00:18,0,0.00%,33.33%,$5.00
/practice/M81033/measures/?tags=lowpriority,20190128,3,1,00:00:48,0,0.00%,33.33%,$10.00
/practice/M81072/measures/?tags=lowpriority,20181130,3,3,00:00:00,0,0.00%,100.00%,$6.67
/practice/M82024/measures/?tags=lowpriority,20181018,3,1,00:01:37,0,0.00%,0.00%,$10.00
/practice/M83103/measures/?tags=lowpriority,20181203,3,1,00:02:38,0,0.00%,33.33%,$0.00
/practice/M88018/measures/?tags=lowpriority,20181015,3,1,00:01:17,0,0.00%,0.00%,$10.00
/practice/N81123/measures/?tags=lowpriority,20181204,3,3,00:01:38,0,0.00%,33.33%,$3.33
/practice/N83027/measures/?tags=lowpriority,20181105,3,2,00:01:23,0,0.00%,33.33%,$5.00
/practice/P81006/measures/?tags=lowpriority,20181005,3,1,00:00:10,0,0.00%,0.00%,$0.00
/practice/P81169/measures/?tags=lowpriority,20181029,3,1,00:01:06,0,0.00%,0.00%,$10.00
/practice/Y00852/?tags=lowpriority,20181015,3,2,00:01:14,2,50.00%,66.67%,$0.00
/practice/Y02208/measures/?tags=lowpriority,20180918,3,1,00:00:29,0,0.00%,0.00%,$10.00
/practice/Y02466/measures/?tags=lowpriority,20181018,3,3,00:00:00,2,100.00%,100.00%,$0.00
/practice/Y05197/measures/?tags=lowpriority,20190113,3,2,00:00:27,1,100.00%,66.67%,$5.00
/practice/A81045/measures/?tags=lowpriority,20180919,2,1,00:02:36,0,0.00%,0.00%,$0.00
/practice/A81618/measures/?tags=lowpriority,20181218,2,1,00:01:29,0,0.00%,0.00%,$10.00
/practice/A82010/measures/?tags=lowpriority,20181207,2,2,00:00:22,0,0.00%,0.00%,$0.00
/practice/A82020/measures/?tags=lowpriority,20181222,2,2,00:00:08,1,0.00%,50.00%,$0.00
/practice/A82021/?tags=lowpriority,20181009,2,1,00:00:22,0,0.00%,0.00%,$0.00
/practice/A82075/measures/?tags=lowpriority,20181128,2,1,00:03:08,0,0.00%,50.00%,$10.00
/practice/A83018/measures/?tags=lowpriority,20190118,2,1,00:01:28,0,0.00%,0.00%,$0.00
/practice/A83026/measures/?tags=lowpriority,20181129,2,1,00:00:38,0,0.00%,0.00%,$0.00
/practice/A84025/measures/?tags=lowpriority,20181212,2,2,00:22:33,2,50.00%,50.00%,$0.00
/practice/A84025/measures/?tags=lowpriority,20181213,2,1,00:01:39,0,0.00%,0.00%,$10.00
/practice/A84028/measures/?tags=lowpriority,20181128,2,1,00:02:05,0,0.00%,0.00%,$0.00
/practice/A87022/measures/?tags=lowpriority,20181114,2,1,00:00:25,0,0.00%,0.00%,$10.00
/practice/A88002/measures/?tags=lowpriority,20181205,2,1,00:04:05,0,0.00%,50.00%,$0.00
/practice/B81004/measures/?tags=lowpriority,20181130,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/B81019/?tags=lowpriority,20181023,2,1,00:14:54,1,0.00%,50.00%,$0.00
/practice/B81025/measures/?tags=lowpriority,20190105,2,1,00:02:20,0,0.00%,0.00%,$0.00
/practice/B81053/measures/?tags=lowpriority,20181130,2,1,00:00:11,0,0.00%,50.00%,$10.00
/practice/B82023/measures/?tags=lowpriority,20181130,2,1,00:00:08,0,0.00%,0.00%,$10.00
/practice/B82032/measures/?tags=lowpriority,20181118,2,1,00:01:16,0,0.00%,0.00%,$0.00
/practice/B82083/measures/?tags=lowpriority,20181128,2,2,00:02:46,0,0.00%,0.00%,$2.50
/practice/B82105/measures/?tags=lowpriority,20181014,2,1,00:00:30,0,0.00%,0.00%,$10.00
/practice/B83052/measures/?tags=lowpriority,20181019,2,1,00:01:02,0,0.00%,50.00%,$0.00
/practice/B83063/measures/?tags=lowpriorityconsultation,20181128,2,1,00:00:42,0,0.00%,0.00%,$0.00
/practice/B84009/measures/?tags=lowpriority,20181017,2,1,00:00:42,0,0.00%,0.00%,$0.00
/practice/B84014/measures/?tags=lowpriority,20181220,2,2,00:00:42,0,0.00%,50.00%,$10.00
/practice/B84016/measures/?tags=lowpriority,20181101,2,2,00:00:00,2,100.00%,100.00%,$0.00
/practice/B85610/measures/?tags=lowpriority,20190105,2,1,00:00:31,0,0.00%,0.00%,$0.00
/practice/B85621/measures/?tags=lowpriority,20181203,2,1,00:01:09,0,0.00%,0.00%,$10.00
/practice/B85622/measures/?tags=lowpriority,20181005,2,1,00:00:09,0,0.00%,0.00%,$0.00
/practice/B85622/measures/?tags=lowpriority,20181127,2,1,00:00:40,0,0.00%,0.00%,$0.00
/practice/B86010/measures/?tags=lowpriority,20180924,2,1,00:00:43,0,0.00%,0.00%,$10.00
/practice/B86010/measures/?tags=lowpriorityconsultation,20181203,2,1,00:00:12,0,0.00%,50.00%,$0.00
/practice/B86033/?tags=lowpriority,20180913,2,1,00:00:04,0,0.00%,0.00%,$0.00
/practice/B86033/measures/?tags=lowpriorityconsultation,20181128,2,2,00:00:35,0,0.00%,0.00%,$0.00
/practice/B86039/measures/?tags=lowpriority,20181004,2,2,00:01:05,0,0.00%,0.00%,$5.00
/practice/B86625/measures/?tags=lowpriority,20181219,2,1,00:02:48,0,0.00%,0.00%,$0.00
/practice/B86658/measures/?tags=lowpriority,20181022,2,1,00:01:29,0,0.00%,50.00%,$10.00
/practice/B87005/measures/?tags=lowpriority,20181114,2,2,00:01:30,0,0.00%,0.00%,$5.00
/practice/B87026/measures/?tags=lowpriority,20181203,2,1,00:00:58,0,0.00%,0.00%,$10.00
/practice/B87026/measures/?tags=lowpriority,20181213,2,1,00:01:37,0,0.00%,0.00%,$10.00
/practice/B87026/measures/?tags=lowpriority,20190104,2,2,00:03:01,0,0.00%,0.00%,$10.00
/practice/B87026/measures/?tags=lowpriority,20190109,2,1,00:00:34,0,0.00%,0.00%,$10.00
/practice/B87030/measures/?tags=lowpriority,20181024,2,1,00:00:11,0,0.00%,50.00%,$0.00
/practice/B87030/measures/?tags=lowpriorityconsultation,20181128,2,1,00:01:14,0,0.00%,0.00%,$10.00
/practice/C81010/measures/?tags=lowpriority,20190117,2,1,00:01:49,0,0.00%,0.00%,$0.00
/practice/C81062/measures/?tags=lowpriority,20181130,2,2,00:00:42,0,0.00%,0.00%,$5.00
/practice/C81069/measures/?tags=lowpriority,20181129,2,1,00:00:34,0,0.00%,50.00%,$0.00
/practice/C81106/?tags=lowpriority,20180919,2,1,00:00:04,0,0.00%,0.00%,$10.00
/practice/C82076/measures/?tags=lowpriority,20190107,2,2,00:00:00,2,100.00%,100.00%,$0.00
/practice/C84034/measures/?tags=lowpriority,20181219,2,1,00:01:43,0,0.00%,50.00%,$0.00
/practice/C84049/measures/?tags=lowpriority,20181013,2,1,00:01:19,0,0.00%,0.00%,$0.00
/practice/C84063/measures/?tags=lowpriority,20181004,2,2,00:06:37,0,0.00%,50.00%,$5.00
/practice/C84078/measures/?tags=lowpriority,20181128,2,1,00:03:06,0,0.00%,50.00%,$0.00
/practice/C84094/measures/?tags=lowpriority,20180904,2,2,00:00:27,0,0.00%,0.00%,$0.00
/practice/C86001/measures/?tags=lowpriority,20181004,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/C86024/measures/?tags=lowpriority,20181127,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/C86606/measures/?tags=lowpriority,20181126,2,1,00:01:15,0,0.00%,0.00%,$0.00
/practice/C88048/?tags=lowpriority,20180930,2,1,00:00:21,1,0.00%,0.00%,$10.00
/practice/C88052/measures/?tags=lowpriority,20181027,2,1,00:01:03,0,0.00%,0.00%,$0.00
/practice/C88053/measures/?tags=lowpriorityconsultation,20190131,2,1,00:08:45,0,0.00%,0.00%,$0.00
/practice/D81002/measures/?tags=lowpriority,20181107,2,1,00:01:37,0,0.00%,0.00%,$10.00
/practice/D81050/measures/?tags=lowpriority,20190114,2,2,00:00:00,2,100.00%,100.00%,$0.00
/practice/D81050/measures/?tags=lowpriority,20190115,2,2,00:00:00,2,100.00%,100.00%,$0.00
/practice/D81055/measures/?tags=lowpriority,20181119,2,1,00:01:06,0,0.00%,0.00%,$0.00
/practice/D82007/measures/?tags=lowpriority,20181120,2,1,00:08:44,0,0.00%,0.00%,$0.00
/practice/D82024/measures/?tags=lowpriority,20181128,2,1,00:01:00,0,0.00%,0.00%,$0.00
/practice/D82026/measures/?tags=lowpriority,20190128,2,2,00:03:26,0,0.00%,50.00%,$5.00
/practice/D82041/measures/?tags=lowpriority,20181015,2,1,00:00:54,0,0.00%,0.00%,$0.00
/practice/D82056/measures/?tags=lowpriority#ktt9_uti_antibiotics,20190129,2,1,00:00:44,1,0.00%,50.00%,$0.00
/practice/D82078/measures/?tags=lowpriority,20190102,2,1,00:00:41,0,0.00%,0.00%,$0.00
/practice/D82088/measures/?tags=lowpriority,20181128,2,1,00:00:34,0,0.00%,0.00%,$0.00
/practice/D82088/measures/?tags=lowpriority,20181129,2,2,00:01:12,0,0.00%,50.00%,$5.00
/practice/D83010/measures/?tags=lowpriority,20181127,2,1,00:03:29,0,0.00%,0.00%,$10.00
/practice/D83034/measures/?tags=lowpriority,20181004,2,1,00:00:38,0,0.00%,0.00%,$0.00
/practice/D83056/measures/?tags=lowpriority,20180911,2,1,00:00:37,0,0.00%,0.00%,$0.00
/practice/D83057/measures/?tags=lowpriority,20181129,2,1,00:01:53,0,0.00%,0.00%,$0.00
/practice/E81007/measures/?tags=lowpriority,20181204,2,2,00:00:08,0,0.00%,50.00%,$5.00
/practice/E81011/?tags=lowpriority,20181008,2,1,00:00:42,1,0.00%,50.00%,$0.00
/practice/E81011/measures/?tags=lowpriority,20181121,2,1,00:02:25,1,0.00%,0.00%,$0.00
/practice/E81011/measures/?tags=lowpriority,20181124,2,1,00:04:58,1,0.00%,50.00%,$0.00
/practice/E82005/measures/?tags=lowpriority,20181129,2,1,00:00:52,0,0.00%,0.00%,$10.00
/practice/E82035/measures/?tags=lowpriority,20181201,2,1,00:01:04,0,0.00%,0.00%,$0.00
/practice/E82055/measures/?tags=lowpriority,20181009,2,1,00:00:13,1,0.00%,50.00%,$0.00
/practice/E83009/measures/?tags=lowpriority,20190124,2,1,00:01:07,0,0.00%,0.00%,$0.00
/practice/E84635/measures/?tags=lowpriority,20181129,2,1,00:00:47,0,0.00%,0.00%,$0.00
/practice/E84704/measures/?tags=lowpriority,20181004,2,2,00:00:00,2,100.00%,100.00%,$0.00
/practice/E85114/measures/?tags=lowpriority,20181218,2,1,00:04:13,0,0.00%,50.00%,$10.00
/practice/E85124/measures/?tags=lowpriority,20181213,2,2,00:00:22,0,0.00%,0.00%,$0.00
/practice/E85124/measures/?tags=lowpriority,20181215,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/E85624/measures/?tags=lowpriority,20181119,2,1,00:01:51,0,0.00%,50.00%,$0.00
/practice/E85693/measures/?tags=lowpriority,20181004,2,1,00:01:48,0,0.00%,0.00%,$10.00
/practice/E85693/measures/?tags=lowpriority,20181215,2,1,00:01:04,0,0.00%,0.00%,$0.00
/practice/E86038/measures/?tags=lowpriority,20190125,2,2,00:00:17,0,0.00%,50.00%,$0.00
/practice/E87017/measures/?tags=lowpriority,20181018,2,1,00:02:28,0,0.00%,0.00%,$10.00
/practice/E87648/measures/?tags=lowpriority,20181228,2,1,00:00:24,1,0.00%,0.00%,$10.00
/practice/E87714/measures/?tags=lowpriority,20181201,2,1,00:03:24,0,0.00%,50.00%,$0.00
/practice/E87740/measures/?tags=lowpriority,20180919,2,2,00:00:00,1,100.00%,100.00%,$5.00
/practice/F81044/measures/?tags=lowpriority,20181214,2,2,00:00:54,1,0.00%,50.00%,$5.00
/practice/F81052/measures/?tags=lowpriority,20181210,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/F81108/measures/?tags=lowpriority,20181129,2,2,00:00:57,0,0.00%,0.00%,$5.00
/practice/F81133/measures/?tags=lowpriority,20181213,2,1,00:12:56,0,0.00%,0.00%,$10.00
/practice/F81679/measures/?tags=lowpriority,20190125,2,2,00:00:00,1,100.00%,100.00%,$5.00
/practice/F81732/measures/?tags=lowpriority,20181004,2,1,00:00:43,0,0.00%,50.00%,$0.00
/practice/F81741/measures/?tags=lowpriority,20181128,2,1,00:00:07,0,0.00%,50.00%,$0.00
/practice/F83032/measures/?tags=lowpriority,20180905,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/F83040/measures/?tags=lowpriority,20181111,2,1,00:00:42,0,0.00%,0.00%,$10.00
/practice/F83043/measures/?tags=lowpriority,20190130,2,1,00:00:57,0,0.00%,0.00%,$0.00
/practice/F83652/measures/?tags=lowpriority,20181128,2,1,00:02:02,0,0.00%,0.00%,$0.00
/practice/F83672/?tags=lowpriority,20180908,2,1,00:00:16,1,0.00%,50.00%,$0.00
/practice/F84010/measures/?tags=lowpriority,20181221,2,1,00:00:22,0,0.00%,0.00%,$10.00
/practice/F84096/measures/?tags=lowpriority,20180911,2,1,00:01:12,0,0.00%,0.00%,$0.00
/practice/F84682/measures/?tags=lowpriority,20181128,2,2,00:01:52,0,0.00%,0.00%,$0.00
/practice/F84682/measures/?tags=lowpriority,20181203,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/F84718/measures/?tags=lowpriority,20181025,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/F84719/measures/?tags=lowpriority,20181001,2,1,00:21:52,0,0.00%,50.00%,$0.00
/practice/F85025/measures/?tags=lowpriority,20190124,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/F85063/measures/?tags=lowpriority,20190118,2,2,00:01:09,0,0.00%,50.00%,$12.50
/practice/F85663/measures/?tags=lowpriority,20180930,2,1,00:03:01,0,0.00%,0.00%,$10.00
/practice/F85663/measures/?tags=lowpriority,20190130,2,1,00:01:03,0,0.00%,50.00%,$0.00
/practice/G81049/measures/?tags=lowpriority,20181025,2,1,00:00:09,0,0.00%,50.00%,$0.00
/practice/G81053/measures/?tags=lowpriority,20190127,2,1,00:02:12,0,0.00%,0.00%,$5.00
/practice/G81082/measures/?tags=lowpriority,20181011,2,1,00:05:20,0,0.00%,0.00%,$10.00
/practice/G82035/measures/?tags=lowpriority,20180905,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/G82105/measures/?tags=lowpriority,20181205,2,1,00:00:10,0,0.00%,0.00%,$10.00
/practice/G85004/measures/?tags=lowpriority,20181128,2,1,00:00:44,0,0.00%,0.00%,$10.00
/practice/G85009/measures/?tags=lowpriority,20180919,2,1,00:00:31,0,0.00%,0.00%,$10.00
/practice/G85021/measures/?tags=lowpriority,20181019,2,1,00:02:02,0,0.00%,50.00%,$0.00
/practice/G85028/measures/?tags=lowpriority,20181126,2,1,00:00:24,1,0.00%,50.00%,$10.00
/practice/G85034/measures/?tags=lowpriority,20181002,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/G85047/measures/?tags=lowpriority,20181012,2,1,00:01:14,0,0.00%,0.00%,$0.00
/practice/G85094/measures/?tags=lowpriority,20181004,2,1,00:02:10,0,0.00%,0.00%,$10.00
/practice/G85716/?tags=lowpriority,20180928,2,2,00:00:00,2,100.00%,100.00%,$0.00
/practice/H81020/measures/?tags=lowpriority,20180907,2,2,00:00:00,1,100.00%,100.00%,$0.00
/practice/H81033/measures/?tags=lowpriority,20190122,2,1,00:00:26,0,0.00%,50.00%,$0.00
/practice/H81070/measures/?tags=lowpriority,20190102,2,2,00:00:15,1,0.00%,0.00%,$5.00
/practice/H81109/measures/?tags=lowpriority,20181211,2,1,00:00:16,1,0.00%,50.00%,$0.00
/practice/H81126/measures/?tags=lowpriority,20181125,2,1,00:03:12,0,0.00%,0.00%,$20.00
/practice/H82027/measures/?tags=lowpriority,20181103,2,1,00:01:01,0,0.00%,0.00%,$10.00
/practice/H82099/measures/?tags=lowpriority,20190109,2,1,00:01:57,0,0.00%,50.00%,$10.00
/practice/H83631/measures/?tags=lowpriority,20181220,2,1,00:01:35,0,0.00%,0.00%,$10.00
/practice/H85006/measures/?tags=lowpriority,20181226,2,1,00:00:33,0,0.00%,0.00%,$10.00
/practice/H85031/measures/?tags=lowpriority,20180908,2,1,00:01:10,0,0.00%,50.00%,$0.00
/practice/J81016/measures/?tags=lowpriority,20181024,2,1,00:00:59,0,0.00%,0.00%,$0.00
